area_code,hb_name,date_code,value_percent,distance_to_nearest_green_or_blue_space,age,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity
S12000034,NHS Grampian,2018,6,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000034,NHS Grampian,2018,81,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000034,NHS Grampian,2016,21,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000034,NHS Grampian,2014,9,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000034,NHS Grampian,2017,11,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000034,NHS Grampian,2019,16,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000034,NHS Grampian,2013,2,Don't Know,All,All,All,All,Owned Mortgage/Loan,All,All
S12000034,NHS Grampian,2015,9,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000034,NHS Grampian,2019,63,A 5 minute walk or less,All,All,All,All,All,All,All
S12000034,NHS Grampian,2013,69,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000034,NHS Grampian,2013,60,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000034,NHS Grampian,2013,72,A 5 minute walk or less,16-34 years,All,All,All,All,All,All
S12000034,NHS Grampian,2017,62,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000034,NHS Grampian,2017,67,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000034,NHS Grampian,2018,7,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000034,NHS Grampian,2018,12,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000034,NHS Grampian,2014,16,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000034,NHS Grampian,2016,10,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000034,NHS Grampian,2015,19,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000034,NHS Grampian,2015,11,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000034,NHS Grampian,2015,11,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000034,NHS Grampian,2019,14,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000034,NHS Grampian,2014,13,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2019,1,Don't Know,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2015,13,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2019,56,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000034,NHS Grampian,2019,61,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000034,NHS Grampian,2019,69,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000034,NHS Grampian,2016,68,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000034,NHS Grampian,2016,79,A 5 minute walk or less,16-34 years,All,All,All,All,All,All
S12000034,NHS Grampian,2016,66,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000034,NHS Grampian,2014,65,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000034,NHS Grampian,2019,16,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000034,NHS Grampian,2019,10,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000034,NHS Grampian,2019,21,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000034,NHS Grampian,2015,69,A 5 minute walk or less,16-34 years,All,All,All,All,All,All
S12000034,NHS Grampian,2017,70,A 5 minute walk or less,16-34 years,All,All,All,All,All,All
S12000034,NHS Grampian,2015,64,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000034,NHS Grampian,2015,78,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000034,NHS Grampian,2014,80,A 5 minute walk or less,16-34 years,All,All,All,All,All,All
S12000034,NHS Grampian,2014,68,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000034,NHS Grampian,2015,9,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000034,NHS Grampian,2015,10,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000034,NHS Grampian,2013,16,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000034,NHS Grampian,2013,11,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000034,NHS Grampian,2013,11,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000034,NHS Grampian,2017,19,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000034,NHS Grampian,2016,7,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000034,NHS Grampian,2016,9,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000034,NHS Grampian,2016,4,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000034,NHS Grampian,2018,7,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000034,NHS Grampian,2013,11,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000034,NHS Grampian,2014,18,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000034,NHS Grampian,2014,17,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000034,NHS Grampian,2016,11,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000034,NHS Grampian,2016,12,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000034,NHS Grampian,2016,10,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000034,NHS Grampian,2015,16,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000034,NHS Grampian,2015,13,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000034,NHS Grampian,2015,13,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000034,NHS Grampian,2015,17,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000034,NHS Grampian,2017,17,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000034,NHS Grampian,2017,16,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000034,NHS Grampian,2017,17,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000034,NHS Grampian,2014,14,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000034,NHS Grampian,2017,14,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000034,NHS Grampian,2017,11,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000034,NHS Grampian,2013,14,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000034,NHS Grampian,2013,13,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000034,NHS Grampian,2013,4,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000034,NHS Grampian,2019,10,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000034,NHS Grampian,2019,13,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000034,NHS Grampian,2019,21,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000034,NHS Grampian,2014,15,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000034,NHS Grampian,2014,14,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000034,NHS Grampian,2013,10,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000034,NHS Grampian,2013,10,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000034,NHS Grampian,2014,14,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000034,NHS Grampian,2019,15,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000034,NHS Grampian,2014,17,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000034,NHS Grampian,2014,8,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000034,NHS Grampian,2014,21,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000034,NHS Grampian,2018,7,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000034,NHS Grampian,2018,9,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000034,NHS Grampian,2016,3,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000034,NHS Grampian,2016,14,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000034,NHS Grampian,2017,14,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000034,NHS Grampian,2017,15,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000034,NHS Grampian,2017,20,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000034,NHS Grampian,2018,11,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000034,NHS Grampian,2018,7,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000034,NHS Grampian,2019,13,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000034,NHS Grampian,2018,7,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000034,NHS Grampian,2018,77,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000034,NHS Grampian,2018,79,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000034,NHS Grampian,2018,85,A 5 minute walk or less,16-34 years,All,All,All,All,All,All
S12000034,NHS Grampian,2019,55,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000034,NHS Grampian,2019,71,A 5 minute walk or less,16-34 years,All,All,All,All,All,All
S12000034,NHS Grampian,2018,80,A 5 minute walk or less,All,All,All,All,All,All,All
S12000034,NHS Grampian,2018,85,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000034,NHS Grampian,2018,75,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000034,NHS Grampian,2014,70,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000034,NHS Grampian,2014,70,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000034,NHS Grampian,2015,72,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000034,NHS Grampian,2017,64,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000034,NHS Grampian,2017,66,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000034,NHS Grampian,2015,81,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000034,NHS Grampian,2017,67,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000034,NHS Grampian,2013,67,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000034,NHS Grampian,2017,65,A 5 minute walk or less,All,All,All,All,All,All,All
S12000034,NHS Grampian,2017,68,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000034,NHS Grampian,2013,60,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000034,NHS Grampian,2013,68,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000034,NHS Grampian,2013,68,A 5 minute walk or less,All,All,All,All,All,All,All
S12000034,NHS Grampian,2015,70,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000034,NHS Grampian,2015,72,A 5 minute walk or less,All,All,All,All,All,All,All
S12000034,NHS Grampian,2019,63,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000034,NHS Grampian,2018,8,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000034,NHS Grampian,2018,15,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000034,NHS Grampian,2015,3,Don't Know,16-34 years,All,All,All,All,All,All
S12000034,NHS Grampian,2015,3,Don't Know,65 years and over,All,All,All,All,All,All
S12000034,NHS Grampian,2016,66,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000034,NHS Grampian,2018,83,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000034,NHS Grampian,2016,69,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000034,NHS Grampian,2016,71,A 5 minute walk or less,All,All,All,All,All,All,All
S12000034,NHS Grampian,2019,66,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000034,NHS Grampian,2019,60,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000034,NHS Grampian,2018,80,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000034,NHS Grampian,2018,74,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000034,NHS Grampian,2014,1,Don't Know,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2015,13,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2017,18,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2018,8,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2014,72,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2018,12,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2016,70,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2013,20,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2017,67,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2018,80,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2013,67,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2016,9,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2019,64,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2019,14,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2014,14,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2016,20,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2015,1,Don't Know,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2013,1,Don't Know,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2017,63,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000034,NHS Grampian,2015,73,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2019,21,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2014,76,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000034,NHS Grampian,2014,68,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000034,NHS Grampian,2014,72,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000034,NHS Grampian,2015,61,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000034,NHS Grampian,2014,71,A 5 minute walk or less,All,All,All,All,All,All,All
S12000034,NHS Grampian,2016,0,Don't Know,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2013,68,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000034,NHS Grampian,2013,74,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000034,NHS Grampian,2017,15,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2013,11,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000034,NHS Grampian,2016,72,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000034,NHS Grampian,2015,75,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000034,NHS Grampian,2016,71,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000034,NHS Grampian,2016,81,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000034,NHS Grampian,2019,13,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000034,NHS Grampian,2017,66,A 5 minute walk or less,All,All,All,All,All,All,White
S12000034,NHS Grampian,2017,19,An 11 minute walk or more,All,All,All,All,All,All,White
S12000034,NHS Grampian,2019,64,A 5 minute walk or less,All,All,All,All,All,All,White
S12000034,NHS Grampian,2016,0,Don't Know,All,All,All,All,All,All,White
S12000034,NHS Grampian,2014,1,Don't Know,All,All,All,All,All,All,White
S12000034,NHS Grampian,2016,9,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000034,NHS Grampian,2016,71,A 5 minute walk or less,All,All,All,All,All,All,White
S12000034,NHS Grampian,2014,13,An 11 minute walk or more,All,All,All,All,All,All,White
S12000034,NHS Grampian,2016,19,An 11 minute walk or more,All,All,All,All,All,All,White
S12000034,NHS Grampian,2013,67,A 5 minute walk or less,All,All,All,All,All,All,White
S12000034,NHS Grampian,2015,72,A 5 minute walk or less,All,All,All,All,All,All,White
S12000034,NHS Grampian,2018,8,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000034,NHS Grampian,2015,12,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000034,NHS Grampian,2015,1,Don't Know,All,All,All,All,All,All,White
S12000034,NHS Grampian,2015,14,An 11 minute walk or more,All,All,All,All,All,All,White
S12000034,NHS Grampian,2017,16,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000034,NHS Grampian,2013,1,Don't Know,All,All,All,All,All,All,White
S12000034,NHS Grampian,2018,80,A 5 minute walk or less,All,All,All,All,All,All,White
S12000034,NHS Grampian,2013,20,An 11 minute walk or more,All,All,All,All,All,All,White
S12000034,NHS Grampian,2019,1,Don't Know,All,All,All,All,All,All,White
S12000034,NHS Grampian,2014,15,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000034,NHS Grampian,2013,11,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000034,NHS Grampian,2019,22,An 11 minute walk or more,All,All,All,All,All,All,White
S12000034,NHS Grampian,2018,12,An 11 minute walk or more,All,All,All,All,All,All,White
S12000034,NHS Grampian,2014,70,A 5 minute walk or less,All,All,All,All,All,All,White
S12000035,NHS Highland,2019,11,Don't Know,All,All,All,All,All,Pensioners,All
S12000035,NHS Highland,2019,8,Don't Know,All,All,All,All,All,Adults,All
S12000035,NHS Highland,2018,6,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000035,NHS Highland,2018,6,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000035,NHS Highland,2019,17,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000035,NHS Highland,2019,14,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000035,NHS Highland,2017,12,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2018,7,Don't Know,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2015,55,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2013,27,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2019,7,Don't Know,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2018,6,Don't Know,All,Female,All,All,All,All,All
S12000035,NHS Highland,2019,11,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000035,NHS Highland,2017,7,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000035,NHS Highland,2019,19,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000035,NHS Highland,2019,13,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000035,NHS Highland,2018,8,Don't Know,All,All,All,All,All,Pensioners,All
S12000035,NHS Highland,2018,5,Don't Know,All,All,All,All,All,Adults,All
S12000035,NHS Highland,2019,8,Don't Know,All,All,All,All,All,All,All
S12000035,NHS Highland,2017,10,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000035,NHS Highland,2017,8,An 11 minute walk or more,All,All,All,All,All,All,All
S12000035,NHS Highland,2017,12,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000035,NHS Highland,2019,17,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000035,NHS Highland,2014,18,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000035,NHS Highland,2017,13,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000035,NHS Highland,2017,5,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000035,NHS Highland,2016,13,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000035,NHS Highland,2016,9,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000035,NHS Highland,2016,8,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000035,NHS Highland,2016,13,An 11 minute walk or more,All,All,All,All,All,All,All
S12000035,NHS Highland,2016,26,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000035,NHS Highland,2016,13,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000035,NHS Highland,2014,12,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000035,NHS Highland,2016,5,Don't Know,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2013,12,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000035,NHS Highland,2013,57,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2013,1,Don't Know,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2017,45,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2013,4,An 11 minute walk or more,All,All,Rural,All,All,All,All
S12000035,NHS Highland,2014,2,Don't Know,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2015,8,Don't Know,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2014,80,A 5 minute walk or less,All,All,Rural,All,All,All,All
S12000035,NHS Highland,2015,73,A 5 minute walk or less,All,All,Rural,All,All,All,All
S12000035,NHS Highland,2017,4,An 11 minute walk or more,All,All,Rural,All,All,All,All
S12000035,NHS Highland,2018,7,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000035,NHS Highland,2018,15,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000035,NHS Highland,2018,87,A 5 minute walk or less,All,All,Rural,All,All,All,All
S12000035,NHS Highland,2016,11,An 11 minute walk or more,All,All,Rural,All,All,All,All
S12000035,NHS Highland,2019,14,An 11 minute walk or more,All,All,Rural,All,All,All,All
S12000035,NHS Highland,2014,14,Within a 6-10 minute walk,All,All,Rural,All,All,All,All
S12000035,NHS Highland,2019,70,A 5 minute walk or less,All,All,Rural,All,All,All,All
S12000035,NHS Highland,2017,14,Don't Know,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2015,23,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2016,50,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2019,26,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2013,7,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000035,NHS Highland,2013,11,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000035,NHS Highland,2013,11,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000035,NHS Highland,2013,10,An 11 minute walk or more,All,All,All,All,All,All,All
S12000035,NHS Highland,2013,10,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000035,NHS Highland,2019,8,Within a 6-10 minute walk,All,All,Rural,All,All,All,All
S12000035,NHS Highland,2015,21,Within a 6-10 minute walk,All,All,Rural,All,All,All,All
S12000035,NHS Highland,2013,15,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2019,16,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2018,62,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2015,8,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000035,NHS Highland,2018,23,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2018,6,An 11 minute walk or more,All,All,All,All,All,All,All
S12000035,NHS Highland,2014,3,Don't Know,65 years and over,All,All,All,All,All,All
S12000035,NHS Highland,2017,7,Don't Know,35-64 years,All,All,All,All,All,All
S12000035,NHS Highland,2016,2,Don't Know,35-64 years,All,All,All,All,All,All
S12000035,NHS Highland,2016,6,Don't Know,65 years and over,All,All,All,All,All,All
S12000035,NHS Highland,2018,4,Don't Know,All,Male,All,All,All,All,All
S12000035,NHS Highland,2019,9,Don't Know,65 years and over,All,All,All,All,All,All
S12000035,NHS Highland,2019,6,Don't Know,35-64 years,All,All,All,All,All,All
S12000035,NHS Highland,2019,10,Don't Know,All,Male,All,All,All,All,All
S12000035,NHS Highland,2015,3,Don't Know,35-64 years,All,All,All,All,All,All
S12000035,NHS Highland,2015,4,Don't Know,65 years and over,All,All,All,All,All,All
S12000035,NHS Highland,2018,5,Don't Know,All,All,All,All,All,All,All
S12000035,NHS Highland,2014,1,Don't Know,35-64 years,All,All,All,All,All,All
S12000035,NHS Highland,2017,9,Don't Know,65 years and over,All,All,All,All,All,All
S12000035,NHS Highland,2016,15,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2016,30,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2014,20,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2014,58,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2017,29,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2019,51,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000035,NHS Highland,2017,6,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000035,NHS Highland,2017,6,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000035,NHS Highland,2018,6,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000035,NHS Highland,2017,13,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2019,13,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2017,60,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2016,16,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2016,69,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2019,8,Don't Know,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2013,72,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2014,66,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2018,78,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2015,66,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2019,59,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2018,4,Don't Know,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2018,14,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2013,7,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2015,25,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2014,17,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2017,7,Don't Know,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2018,4,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2013,21,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2016,4,Don't Know,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2016,11,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2019,20,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2014,2,Don't Know,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2017,20,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2014,16,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000035,NHS Highland,2015,8,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
